"id","title","institution","grant_type","coinvestigators","subpanel","budget","duration"
"2011/01/B/NZ4/04992","Charakterystyka układu KISS-1/GPR54 kluczowego regulatora procesów rozrodczych u szczurów z indukowaną eksperymentalnie otyłością i cukrzycą typu 1 i 2.","Uniwersytet Przyrodniczy w Poznaniu, Wydział Hodowli i Biologii Zwierząt","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 478 720 PLN","Czas trwania projektu: 36 miesięcy"
"2012/05/B/HS6/03874","Migracje i europeizacja. Budowanie tożsamości europejskiej w perspektywie instytucjonalnej i interakcyjnej.","Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych","Konkurs: OPUS 3  - ogłoszony 2012-03-15","Liczba wykonawców projektu: 6","HS6   - Człowiek i życie społeczne: psychologia, pedagogika, socjologia, m.in.;","Przyznana kwota: 188 620 PLN","Czas trwania projektu: 28 miesięcy"
"2011/01/B/NZ4/05005","Poszukiwania związków o działaniu przeciwnowotworowym w grupie polifenolobenzotiazynonów oraz ich pochodnych","Uniwersytet Przyrodniczy w Lublinie, Wydział Nauk o Żywności i Biotechnologii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 249 600 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ9/00253","Badanie aktywności przeciwutleniającej enzymatycznych hydrolizatów białek lnu","Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","NZ9   - Stosowane nauki o życiu: rolnictwo, leśnictwo, ogrodnictwo, rybactwo, żywienie i żywność, biotechnologia środowiskowa, m.in.:","Przyznana kwota: 198 000 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/NZ4/05703","Antyhipertensyjna skuteczność peptydów z nasion rzepaku u szczurów. Potencjalna rola nowych mechanizmów konwersji ang I","Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 490 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ4/05728","Ocena ludzkich komórek somatycznych pochodzących z Galarety Whartona, przeszczepianych w postaci trójwymiarowych agregatów do tkanki nerwowej mózgu szczura: badanie mechanizmów ich przeżycia i funkcji w warunkach ex vivo i in vivo.","Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 501 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ4/05796","Ocena aktywności sztucznej cytokiny Hyper IL-11 (H11) w procesie megakariocytopoezy i tworzenia płyek krwi.","Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski II","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 354 900 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/ST10/06329","Geochemiczny zapis wahań klimatyczno-środowiskowych interglacjału mazowieckiego w muszlach ślimaka Viviparus diluvianus (Kunth) ze wschodniej Polski","Uniwersytet Warszawski, Wydział Geologii","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, geodezja z kartografią, oceanologia, klimatologia, m.in.:","Przyznana kwota: 96 960 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/NZ4/06635","Wpływ biologii nowotworów na krążące komórki nowotworowe","Warszawski Uniwersytet Medyczny, I Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 422 400 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ4/07832","Nowoczesny model badań komórek raków piersi, jelita grubego i prostaty w warunkach in vitro","Uniwersytet Medyczny w Łodzi, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, metody diagnostyki i terapii, medycyna doświadczalna, onkologia doświadczalna, podstawy nauk neurologicznych, farmacja, farmakoterapia, m.in.:","Przyznana kwota: 789 375 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00337","Współudział mutacji w genach regulujących układ immunologiczny oraz w genach specyficznych dla gruczołu tarczowego w rozwoju choroby Hashimoto – badanie kohortowe rodzin oraz osób niespokrewnionych.","Uniwersytet Jagielloński - Collegium Medicum, Collegium Medicum, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 9","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 720 660 PLN","Czas trwania projektu: 28 miesięcy"
"2011/01/B/ST8/06850","Weryfikacja kryteriów wieloosiowego losowego zmęczenia","Politechnika Opolska, Wydział Mechaniczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 486 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00341","Metabolizm witaminy D i zmienność genetyczna jej receptora a ciśnienie tętnicze, struktura i funkcja naczyń tętniczych oraz lewej komory serca.","Uniwersytet Jagielloński - Collegium Medicum, Collegium Medicum, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 293 395 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST1/01406","Logika ciągła i jej algebraiczne zastosowania","Uniwersytet Wrocławski, Wydział Matematyki i Informatyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","ST1   - Nauki matematyczne: wszystkie dziedziny matematyki, teoretyczne oraz stosowane a także podstawy matematyczne informatyki, fizyka matematyczna i statystyka matematyczna, m.in.:","Przyznana kwota: 113 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00345","Aktywność progenitorowych komórek śródbłonka u osób z nadciśnieniem tętniczym.","Gdański Uniwersytet Medyczny, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 378 373 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST5/00847","Nowe katalizatory zawierające Zr, Nb, Mo, Au, Pt osadzone na porowatych nośnikach dla niskoenergetycznych procesów wytwarzania wysokogatunkowych chemikaliów","Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 750 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00346","Wpływ centralnego ciśnienia tętniczego i ciśnienia tętniczego w nocy na progresję przewlekłej choroby nerek u chorych z prawidłową kontrolą obwodowego ciśnienia tętniczego w czasie dnia.","Śląski Uniwersytet Medyczny w Katowicach, Wydział Lekarski w Katowicach","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 470 800 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00354","Rola granzymu B w patogenezie łuszczycy","Uniwersytet Jagielloński, Wydział Biochemii, Biofizyki i Biotechnologii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 268 760 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST5/00843","Nietypowe przykłady trójskładnikowej reakcji kondensacji amin, fosforynów i ortomrówczanów jako źródło nowych substancji, w tym potencjalnych leków.","Politechnika Wrocławska, Wydział Chemiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 806 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00934","Monitory analityczne do biomedycznej kontroli i oceny terapii hemodializacyjnej","Uniwersytet Warszawski, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 472 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/01371","Dendrymery - potencjalne leki w przewlekłej białaczce limfocytowej.","Uniwersytet Łódzki, Wydział Biologii i Ochrony Środowiska","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 298 600 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/00939","Adenomyosis u krów: molekularny mechanizm powstania i czynniki modyfikujące rozwój schorzenia","Instytut Rozrodu Zwierząt i Badań Żywności PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 500 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/01348","Znaczenie prognostyczne sztywności naczyń tętniczych u chorych z ostrym udarem niedokrwiennym mózgu.","Gdański Uniwersytet Medyczny, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 248 300 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/01358","Analiza udziału białka TL1A oraz jego receptora, DR3, w patomechanizmach przewlekłego nieswoistego zapalenia jelit u dorosłych i dzieci","Gdański Uniwersytet Medyczny, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 249 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST7/05155","Pomiary amplitudy impulsów dla cyfrowego obrazowania promieniowania X z wykorzystaniem pikselowych układów odczytowych ASIC w nanometrycznych technologiach CMOS.","Akademia Górniczo-Hutnicza im. St.Staszica w Krakowie, Wydział Elektrotechniki Automatyki Informatyki i Inżynierii Biomedycznej, Katedra Metrologii i Elektroniki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 995 800 PLN","Czas trwania projektu: 27 miesięcy"
"2011/01/B/ST10/06470","Ekstremalne poziomy wód na wybrzeżach Morza Bałtyckiego","Uniwersytet Szczeciński, Wydział Nauk o Ziemi","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 161 900 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/NZ5/02773","IDENTYFIKACJA NOWYCH GENÓW ODGRYWAJĄCYCH WAŻNĄ ROLĘ W PROCESIE NOWOTWORZENIA W CZĘSTYCH NOWOTWORACH CZŁOWIEKA","Politechnika Poznańska, Wydział Informatyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 746 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST9/05861","Badanie warunków fizycznych w strukturach korony słonecznej na podstawie analizy ich promieniowania rentgenowskiego.","Centrum Badań Kosmicznych PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST9   - Astronomia i badania kosmiczne: astrofizyka, astrochemia, astrobiologia, Układ Słoneczny, układy planetarne, astronomia gwiazdowa, galaktyczna i pozagalaktyczna, badania kosmiczne, instrumenty, m.in.:","Przyznana kwota: 525 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/02795","Czynniki związane z ryzykiem samobójstwa u osób z zaburzeniami nastroju z uwzględnieniem analizy genów kandydujących.","Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski II","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 11","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 422 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/02804","Kardiomiopatia przerostowa - badanie zależności pomiędzy występowaniem arytmii komorowej a poziomami biomarkerów zapalnych (CRP, TNF, IL-6, IL-8), zwłóknienia (PICP, TGF-beta), ischemicznych (troponina I) i hemodynamicznych (BNP) w odniesieniu do zmian morfologicznych (późne kontrastowanie) w rezonansie magnetycznym","Uniwersytet Jagielloński - Collegium Medicum, Collegium Medicum, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 241 800 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/04767","Oddziaływanie melioracji wodnych na jakość wód podziemnych na przykładzie wybranych ujęć wód","Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 167 400 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/02814","Humoralna reakcja przeciwwyspowa w cukrzycach monogenowych","Uniwersytet Medyczny w Łodzi, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 321 250 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST2/03354","Deformacje kwantowe, geometrie nieprzemienne i deformacje modeli dynamicznych","Uniwersytet Wrocławski, Wydział Fizyki i Astronomii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST2   - Podstawowe składniki materii: fizyka cząstek elementarnych, jądrowa, plazmy, atomowa, molekularna, gazów i optyczna, m.in.:","Przyznana kwota: 327 800 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/02822","Stężenie tlenu jako regulator podziałów i przeżywalności komórek macierzystych raka jasnokomórkowego nerki","Wojskowy Instytut Medyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 499 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/02838","Ocena neuropsychologiczna i neuroradiologiczna (fMRI) stopnia poprawy funkcjonowania neuropoznawczego i społecznego poznania u pacjentów po udarze wzgórza. Skuteczność nowatorskiego programu rehabilitacyjnego - badanie z podwójnie ślepą próbą.","INSTYTUT PSYCHIATRII I NEUROLOGII, Instytut Psychiatrii i Neurologii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 472 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/03811","Znaczenie polimorfizmu genów czynników warunkujących integralność bariery krew-jądro (TNF-α, TGF-β3, MMP-2, MMP-9, TIMP-2) w patologii niepłodności męskiej","Pomorski Uniwersytet Medyczny w Szczecinie, Wydział Lekarski z Oddziałem Nauczania w Języku Angielskim","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 297 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST1/03943","Analiza struktury grafów skonstruowanych na bazie odwzorowań losowych i przecięć zbiorów losowych.","Uniwersytet im. Adama Mickiewicza, Wydział Matematyki i Informatyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","ST1   - Nauki matematyczne: wszystkie dziedziny matematyki, teoretyczne oraz stosowane a także podstawy matematyczne informatyki, fizyka matematyczna i statystyka matematyczna, m.in.:","Przyznana kwota: 168 400 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST6/06478","Mapy poznawcze z informacją niedoskonałą jako narzędzie automatycznego rozumienia danych. Koncepcje, metody, zastosowania.","Instytut Badań Systemowych PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST6   - Informatyka i technologie informacyjne: technologie i systemy informacyjne, informatyka, obliczenia naukowe, systemy inteligentne, m.in.:","Przyznana kwota: 297 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/04216","Rola receptora-X-pregnanu (Pregnane-X-Receptor - PXR) w patogenezie pierwotnego stwardniającego zapalenia dróg żółciowych.","Pomorski Uniwersytet Medyczny w Szczecinie, Wydział Lekarski z Oddziałem Nauczania w Języku Angielskim","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 377 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST8/04046","Perowskity podwójne z grupy Ba1-xAxY1-yByMn2O5+δ (A: Sr, Ca; B: Sc, Pr, Sm, Gd) dla technologii magazynowania tlenu i katalizatorów trójdrożnych.","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Energetyki i Paliw","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 295 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/04224","Rola glikokortykosterydów w regulacji procesu hematopoezy u pacjentów z nieprawidłowym wydzielaniem hormonów sterydowych: nowe spojrzenie na patofizjologię zaburzeń wydzielniczych kory nadnerczy.","Pomorski Uniwersytet Medyczny w Szczecinie, Wydział Lekarski z Oddziałem Nauczania w Języku Angielskim","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 339 300 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST1/06184","Funktory ściśle wielomianowe i hipoteza Lusztiga.","Uniwersytet Warszawski, Wydział Matematyki, Informatyki i Mechaniki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","ST1   - Nauki matematyczne: wszystkie dziedziny matematyki, teoretyczne oraz stosowane a także podstawy matematyczne informatyki, fizyka matematyczna i statystyka matematyczna, m.in.:","Przyznana kwota: 80 660 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/04235","Potencjał immunomodulacyjny jako efekt zmian metabolizmu bioaktywnych lipidów u pacjentów z przewlekłą chorobą nerek leczonych zachowawczo, dializowanych otrzewnowo lub poddawanych hemodializie","Pomorski Uniwersytet Medyczny w Szczecinie, Wydział Lekarsko-Biotechnologiczny i Medycyny Laboratoryjnej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 546 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/04239","Ocena zmian ekspresji wybranych klas miRNA w regulacji szlaku sygnałowego TGF/SMAD oraz aktywacji VEGF w sarkoidozie płucnej","Uniwersytet Medyczny w Łodzi, Wydział Lekarski, Zakład Molekularnych Podstaw Medycyny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 412 810 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/04246","Mobilizacja do krwi i obecność w tkankach serca małych komórek o fenotypie zarodkowych komórek macierzystych (VSEL) u dzieci z wrodzonymi wadami serca.","Uniwersytet Jagielloński - Collegium Medicum, Collegium Medicum, Wydział Lekarski","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 425 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST1/04875","Stałe Seshadriego, bryły Okounkova i pozytywność","Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie, Wydział Matematyczno-Fizyczno-Techniczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","ST1   - Nauki matematyczne: wszystkie dziedziny matematyki, teoretyczne oraz stosowane a także podstawy matematyczne informatyki, fizyka matematyczna i statystyka matematyczna, m.in.:","Przyznana kwota: 161 100 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/04322","Wpływ heterozygotycznych mutacji oraz promieniowania na ekspresję genów naprawy DNA - MRE11, RAD50 i NBN w komórkach ostrych białaczek u dzieci.","Instytut Genetyki Człowieka PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 383 500 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST8/01649","Opracowanie i identyfikacja modeli naprężenia uplastyczniającego materiałów polikrystalicznych w skali mikro","Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 325 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ5/05291","Pierwotna żółciowa marskość wątroby (PBC) w Polsce - charakterystyka kliniczna, analiza zależności między genetycznymi i molekularnymi wariantami a fenotypem choroby oraz poszukiwanie czynników prognostycznych. Prospektywne badanie wieloośrodkowe","CENTRUM MEDYCZNE KSZTAŁCENIA PODYPLOMOWEGO","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 38","NZ5   - Choroby niezakaźne ludzi i zwierząt: przyczyny, mechanizmy, rozpoznawanie i leczenie chorób, zatruć i urazów, m.in.:","Przyznana kwota: 1 274 000 PLN","Czas trwania projektu: 36 miesięcy"
